theme_id,theme_name,code,name
545,온디바이스 AI,102120,어보브반도체
545,온디바이스 AI,200470,에이팩트
545,온디바이스 AI,200710,에이디테크놀로지
545,온디바이스 AI,222800,심텍
545,온디바이스 AI,323280,태성
545,온디바이스 AI,330860,네패스아크
545,온디바이스 AI,353200,대덕전자
545,온디바이스 AI,377480,마음AI
545,온디바이스 AI,394280,오픈엣지테크놀로지
545,온디바이스 AI,399720,가온칩스
545,온디바이스 AI,403870,HPSP
545,온디바이스 AI,405100,큐알티
545,온디바이스 AI,432720,퀄리타스반도체
545,온디바이스 AI,464500,아이언디바이스
545,온디바이스 AI,486990,노타
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),004140,동방
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),005090,SGC에너지
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),008250,이건산업
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),014830,유니드
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),025750,한솔홈데코
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),033530,SJG세종
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),036170,에이치엠넥스
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),038870,에코심플렉스
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),059090,미코
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),069260,TKG휴켐스
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),083420,그린케미칼
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),086520,에코프로
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),093370,후성
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),163280,에어레인
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),220260,켐트로스
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),383310,에코프로에이치엔
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),448280,에코아이
504,요소수,000910,유니온
504,요소수,001390,KG케미칼
504,요소수,004000,롯데정밀화학
504,요소수,047400,유니온머티리얼
504,요소수,069260,TKG휴켐스
595,우주태양광(페로브스카이트 등),009830,한화솔루션
595,우주태양광(페로브스카이트 등),015760,한국전력
